nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,usage_code,usage_name
be3,813,Jachère mellifère,Honey fallow,3311100000,fallow_land_not_crop,0,No specified use
be3,817,Jachère Maïs - Dérogation SIE,Maize fallow - SIE exemption,3311100000,fallow_land_not_crop,0,No specified use
be3,818,"Jachère Fauche, pâturage - Dérogation SIE","Fallow Mowing, grazing - SIE exemption",3311100000,fallow_land_not_crop,3,Fodder/Forage
be3,819,Jachère Légumineuses - Dérogation SIE,Leguminous fallow - SIE exemption,3311100000,fallow_land_not_crop,0,No specified use
be3,831,Pois (autres que récoltés secs) (transformation industrielle),Peas (other than harvested dry) (industrial processing),3310201080,peas,2,Industry/for processing
be3,8410,Haricots verts (transformation industrielle),Green beans (industrial processing),3310201010,beans,2,Industry/for processing
be3,8456,Courges butternut (transformation industrielle),Butternut squash (industrial processing),3310702040,pumpkin_squash_gourd,2,Industry/for processing
be3,85,Autres couverts semés,Other Cover Crops,3310000000,arable_crops,0,No specified use
be3,851,Couvert favorisant la faune,Wildlife-friendly cover,3390000000,not_known_and_other,0,No specified use
be3,8511,Asperge - industrie,Asparagus - industry,3310706000,asparagus,2,Industry/for processing
be3,8512,Chou de Bruxelles (transformation industrielle),Brussels sprouts (industrial processing),3310707040,brussels_sprouts,2,Industry/for processing
be3,8514,Oignons (non-hâtifs) (transformation industrielle),Onions (non-early) (industrial processing),3310708040,onions,2,Industry/for processing
be3,8516,Cultures fruitières annuelles - Fraise sous serre,Annual fruit crops - Greenhouse strawberries,3350000000,greenhouse_foil_film,0,No specified use
be3,8517,Rhubarbe (transformation industrielle),Rhubarb (industrial processing),3310709000,rhubarb,2,Industry/for processing
be3,8518,Laitues pommées pour l’industrie,Lettuce heads for industry,3310717000,salads_lettuce_leaf_vegetables,2,Industry/for processing
be3,8519,Epinards (transformation industrielle),Spinach (industrial processing),3310717070,spinach,2,Industry/for processing
be3,8523,Chou-fleur (transformation industrielle),Cauliflower (industrial processing),3310707050,cauliflower,2,Industry/for processing
be3,8524,Chou frisé (transformation industrielle),Kale (industrial processing),3310707090,kale,2,Industry/for processing
be3,8525,Brocoli (transformation industrielle),Broccoli (industrial processing),3310707030,broccoli,2,Industry/for processing
be3,8526,Chou chinois (transformation industrielle),Chinese cabbage (industrial processing),3310707060,chinese_cabbage,2,Industry/for processing
be3,8527,Choux rouge (transformation industrielle),Red cabbage (industrial processing),3310707110,red_cabbage,2,Industry/for processing
be3,8529,Choux-rave pour l’industrie,Kohlrabi for industry,3310707100,kohlrabi,2,Industry/for processing
be3,8533,Scorsonère pour l’industrie,black salsify for industry,3310715090,salsify,2,Industry/for processing
be3,8535,Carotte (non hâtive)(consommation) (transformation industrielle),Carrot (non-early)(consumption) (industrial processing),3310715020,carrots_daucus,2,Industry/for processing
be3,8538,Poireau (transformation industrielle),Leek (industrial processing),3310708030,leek,2,Industry/for processing
be3,8539,Céleri à côtes pour l’industrie,Ribbed celery for industry,3310711000,celery,2,Industry/for processing
be3,8540,Chou blanc pour l’industrie,White cabbage for industry,3310707130,white_cabbage,2,Industry/for processing
be3,8541,Courgettes (transformation industrielle),Zucchinis (industrial processing),3310702060,zucchini_courgette,2,Industry/for processing
be3,8543,Céleri-rave (transformation industrielle),Celeriac (industrial processing),3310711010,celeriac,2,Industry/for processing
be3,8546,Chou de Milan pour l’industrie,Savoy cabbage for industry,3310707120,savoy_cabbage,2,Industry/for processing
be3,8548,Céleri vert (transformation industrielle),Green celery (industrial processing),3310711000,celery,2,Industry/for processing
be3,8551,Céleri-branche (transformation industrielle),Celery (industrial processing),3310711000,celery,2,Industry/for processing
be3,8561,Endives de Bruxelles (pour la racine) (transformation industrielle),Belgian endive (root) (industrial processing),3310717020,endive,2,Industry/for processing
be3,8563,Oignons (hâtifs) (transformation industrielle),Onions (early) (industrial processing),3310708040,onions,2,Industry/for processing
be3,8564,Carotte (hâtive)(consommation) (transformation industrielle),Carrot (early) (consumption) (industrial processing),3310715020,carrots_daucus,2,Industry/for processing
be3,859,Persil (transformation industrielle),Parsley (industrial processing),3310612270,parsley,2,Industry/for processing
be3,860,Cerfeuil (transformation industrielle),Chervil (industrial processing),3310612140,chervil,2,Industry/for processing
be3,872,Chanvre non textile (culture soumise à autorisation préalable au semis),Non-textile hemp (crop subject to prior authorization for sowing),3310610000,hemp_cannabis,0,No specified use
be3,881,Angélique,Angelica,3310612040,angelica,0,No specified use
be3,883,Cultures forestières à rotation courte (taillis à très courte rotation),Short rotation forest crops (very short rotation coppice),3360100000,afforestation_reforestation,0,No specified use
be3,884,Miscanthus,miscanthus,3310617030,miscanthus_silvergrass,0,No specified use
be3,885,Cultures permanentes sous serre,Permanent crops under glass,3350000000,greenhouse_foil_film,0,No specified use
be3,89,Terre en jachère à activité minimale avec EAG,Fallow land with minimal activity with EAG,3311100000,fallow_land_not_crop,0,No specified use
be3,895,Boisement de terre agricole (art 31 du R.(CE) 1257/1999) – dérogation,Afforestation of agricultural land (art 31 of R.(EC) 1257/1999) - derogation,3360100000,afforestation_reforestation,0,No specified use
be3,901,Pomme de terre (non hâtives),Potato (not early),3310300000,potatoes,0,No specified use
be3,902,Pomme de terre (plants),Potato (plants),3310300000,potatoes,0,No specified use
be3,903,Pomme de terre féculière,Starch potato,3310300000,potatoes,2,Industry/for processing
be3,904,Pomme de terre (arrachage avant le 1er août),Potatoes (uprooted before August 1),3310300000,potatoes,0,No specified use
be3,905,"Pomme de terre (primeur, arrachage avant le 20 juin)","Potatoes (early, harvested before June 20)",3310300000,potatoes,0,No specified use
be3,91,Betterave sucrière,Sugar beet,3310719010,sugar_beet,0,No specified use
be3,9201,Noisetier,Hazel,3330302000,hazelnuts_hazel,0,No specified use
be3,9202,Noyer,Walnut,3330306000,walnuts,0,No specified use
be3,921,Lin textile,Textile linen,3310607000,flax_linseed,7,Fiber
be3,922,Chanvre textile,Hemp textile,3310610000,hemp_cannabis,7,Fiber
be3,923,Lin d'hiver (fibre),Winter flax (fiber),3310607000,flax_linseed,7,Fiber
be3,931,"Pois récoltés à l'état frais, pois de conserverie","Peas harvested fresh,canning peas",3310201080,peas,2,Industry/for processing
be3,933,Pois chiche,Chickpea,3310201040,chickpeas,0,No specified use
be3,934,lentille,lentil,3310201070,lentils,0,No specified use
be3,94,Haricots nains (p. ex. haricots rouges) pour consommation en produit frais,Dwarf beans (e.g. kidney beans) for consumption as fresh product,3310201010,beans,1,Consumption/Fresh
be3,9410,Haricots de conserverie,Canning beans,3310201010,beans,2,Industry/for processing
be3,9456,Courges butternut (consommation au frais),Butternut squash (store in a cool place),3310702040,pumpkin_squash_gourd,1,Consumption/Fresh
be3,951,Autres légumes,Other vegetables,3310700000,fresh_vegetables,0,No specified use
be3,9511,Asperges (consommation au frais),Asparagus (consumption chilled),3310706000,asparagus,1,Consumption/Fresh
be3,9512,Chou de Bruxelles (consommation au frais),Brussels sprouts (store in a cool place),3310707040,brussels_sprouts,1,Consumption/Fresh
be3,9513,Echalotes (consommation au frais),Shallots (store in a cool place),3310708060,shallot,1,Consumption/Fresh
be3,9514,Oignons (non-hâtifs) (consommation au frais),Onions (non-early) (store in a cool place),3310708040,onions,1,Consumption/Fresh
be3,9515,Endives (chicons),Endives (chicons),3310717010,chicory_chicories,0,No specified use
be3,9516,Cultures fruitières annuelles - Fraises,Annual fruit crops - Strawberries,3310701000,strawberries,0,No specified use
be3,9517,Rhubarbe (consommation au frais),Rhubarb (consumption chilled),3310709000,rhubarb,1,Consumption/Fresh
be3,9518,Laitues pommées (consommation au frais),Lettuce heads (fresh consumption),3310717000,salads_lettuce_leaf_vegetables,1,Consumption/Fresh
be3,9519,Epinards (consommation au frais),Spinach (store in a cool place),3310717070,spinach,1,Consumption/Fresh
be3,952,Cultures maraîchères sous verre,Market vegetables under glass,3350000000,greenhouse_foil_film,0,No specified use
be3,9520,Pépinières de plants fruitiers ou de plantes ornementales,Fruit and ornamental plant nurseries,3330700000,nurseries_nursery,0,No specified use
be3,9521,Autres cultures de légumes sous serre,Other greenhouse vegetable crops,3350000000,greenhouse_foil_film,0,No specified use
be3,9523,Chou-fleur (consommation au choix),Cauliflower (consumption as desired),3310707050,cauliflower,1,Consumption/Fresh
be3,9524,Chou frisé (consommation au choix),Kale (consumption as desired),3310707090,kale,1,Consumption/Fresh
be3,9525,Brocoli (consommation au frais),Broccoli (consumption in a cool place),3310707030,broccoli,1,Consumption/Fresh
be3,9526,Chou chinois,Chinese cabbage,3310707060,chinese_cabbage,0,No specified use
be3,9527,Choux rouge (consommation au frais),Red cabbage (store in a cool place),3310707110,red_cabbage,1,Consumption/Fresh
be3,9529,Choux-rave (consommation au frais),Kohlrabi (eat cool),3310707100,kohlrabi,1,Consumption/Fresh
be3,953,Plantes aromatiques,Aromatic plants,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
be3,9530,Navette,Turnip,3310604010,rapeseed_rape,0,No specified use
be3,9533,Scorsonère,black salsify,3310715090,salsify,0,No specified use
be3,9534,Fenouil (de Florence)(consommation au frais),Fennel (from Florence)(eat fresh),3310704000,fennel,1,Consumption/Fresh
be3,9535,Carotte (non hâtive)(consommation) (consommation au frais),Carrot (not early) (consumption) (consumption in a cool place),3310715020,carrots_daucus,1,Consumption/Fresh
be3,9536,Champignons,Mushrooms,3349900000,other_mushrooms,0,No specified use
be3,9537,Scaroles (consommation au frais),Scaroles (consumption chilled),3310717020,endive,1,Consumption/Fresh
be3,9538,Poireau (consommation au frais),Leek (store in a cool place),3310708030,leek,1,Consumption/Fresh
be3,954,Autres plantes ornementales,Other ornamental plants,3310800000,flowers_ornamental_plants,0,No specified use
be3,9540,Chou blanc (consommation au frais),White cabbage (store in a cool place),3310707130,white_cabbage,1,Consumption/Fresh
be3,9541,Courgettes (consommation au frais),Zucchini (consumption chilled),3310702060,zucchini_courgette,1,Consumption/Fresh
be3,9543,Céleri-rave (consommation au frais),Celeriac (eaten chilled),3310711010,celeriac,1,Consumption/Fresh
be3,9546,Chou de Milan (consommation au frais),Savoy cabbage (store in a cool place),3310707120,savoy_cabbage,1,Consumption/Fresh
be3,9548,Choux - Légumes,Cabbage - Vegetables,3310707000,brassicaceae_cruciferae,0,No specified use
be3,9551,Céleri-branche (consommation au frais),Celery stalks (to be eaten chilled),3310711000,celery,1,Consumption/Fresh
be3,9552,Tomates (consommation au frais),Tomatoes (store in a cool place),3310714000,tomato,1,Consumption/Fresh
be3,9554,Concombre,Cucumber,3310702010,cucumber_pickle,0,No specified use
be3,9560,Pépinières de plants forestiers,Forest plant nurseries,3330700000,nurseries_nursery,0,No specified use
be3,9563,Oignons (hâtifs) (consommation au frais),Onions (early) (store in a cool place),3310708040,onions,1,Consumption/Fresh
be3,9564,Carotte (hâtive)(consommation) (consommation au frais),Carrot (early) (consumption) (consumption in a cool place),3310715020,carrots_daucus,1,Consumption/Fresh
be3,957,Plantes médicinales,Medicinal plants,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
be3,958,Autres plantes ornementales sous serre,Other greenhouse ornamentals,3350000000,greenhouse_foil_film,0,No specified use
be3,9584,Plantes ornementales rustiques,Hardy ornamental plants,3310800000,flowers_ornamental_plants,0,No specified use
be3,9588,Fleurs et plantes ornementales sous serre,Flowers and ornamental plants in greenhouses,3350000000,greenhouse_foil_film,0,No specified use
be3,959,Persil,Parsley,3310612270,parsley,0,No specified use
be3,96,Cultures horticoles non-comestibles,Non-edible horticultural crops,3310600000,industrial_nonfood_crops,0,No specified use
be3,960,Cerfeuil (consommation au frais),Chervil (store in a cool place),3310612140,chervil,1,Consumption/Fresh
be3,961,Persil à grosse racine,Parsley root,3310612270,parsley,0,No specified use
be3,962,Sapins de Noël,Christmas trees,3360900000,conifers,0,No specified use
be3,966,Légume légumineuse,Leguminous vegetable,3310200000,legumes,0,No specified use
be3,967,Maraichage diversifié,Diversified vegetables,3310700000,fresh_vegetables,0,No specified use
be3,9710,Cultures fruitières pluriannuelles (pommes) - basses tiges,multi-annual fruit crops (apples) - low stems,3330102000,apples,0,No specified use
be3,9711,Cultures fruitières pluriannuelles (poires) - basses tiges,multi-annual fruit crops (pears) - low stems,3330112000,pears,0,No specified use
be3,9713,Cultures fruitières pluriannuelles (prunes) - basses tiges,multi-annual fruit crops (plums) - low stems,3330113000,plums,0,No specified use
be3,9716,Vignes,Vines,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
be3,9717,Cultures fruitières annuelles - Framboises,Annual fruit crops - Raspberries,3330202020,raspberry_raspberries,0,No specified use
be3,9724,Fraisiers,Strawberry plants,3310701000,strawberries,0,No specified use
be3,9725,Cultures fruitières pluriannuelles (cerises) - basses tiges,multi-annual fruit crops (cherries) - low stems,3330104000,cherry_cherries,0,No specified use
be3,9726,Cultures fruitières pluriannuelles (cerises) -hautes tiges,multi-annual fruit crops (cherries) - tall stems,3330104000,cherry_cherries,0,No specified use
be3,9730,Cultures fruitières pluriannuelles (pommes) -hautes tiges,multi-year fruit crops (apples) - high stems,3330102000,apples,0,No specified use
be3,9731,Cultures fruitières pluriannuelles (poires) - hautes tiges,multi-annual fruit crops (pears) - tall stems,3330112000,pears,0,No specified use
be3,9732,Cultures fruitières pluriannuelles (prunes) - hautes tiges,multi-annual fruit crops (plums) - tall stalks,3330113000,plums,0,No specified use
be3,9741,Cultures fruitière pluriannuelles-basses tiges,Multi-annual low-stem fruit crops,3330100000,orchards_fruits,0,No specified use
be3,9742,Cultures fruitière pluriannuelles-hautes tiges,Multi-annual high-stem fruit crops,3330100000,orchards_fruits,0,No specified use
be3,9811,Chicorée à inuline,Chicory with inulin,3310717010,chicory_chicories,0,No specified use
be3,9812,Chicorée à café,Coffee chicory,3310717010,chicory_chicories,0,No specified use
be3,9821,Tabac,Tobacco,3310601000,tobacco,0,No specified use
be3,9822,Houblon,Hop,3310602000,hops,0,No specified use
be3,99,Autres,Other,3390000000,not_known_and_other,0,No specified use
be3,991,"Parcelle bâtie, ou zone artificialisée","Built-up plot, or artificial zone",3390000000,not_known_and_other,0,No specified use
be3,992,Parcelle de sport ou loisir,Sports or leisure plot,3390000000,not_known_and_other,0,No specified use
be3,993,"Utilisation non agricole (stockage de grume, ..) ou terrain vague","Non-agricultural use (log storage, etc.) or wasteland",3390000000,not_known_and_other,0,No specified use
be3,994,"Mare, étang, lac, plan d'eau","Pond, lake, body of water",3390000000,not_known_and_other,0,No specified use
be3,9942,"Brousailles, ronces, ligneux bas, buissons sur parcelle non paturée","Undergrowth, brambles, low shrubs, bushes on ungrazed land",3311100000,fallow_land_not_crop,0,No specified use
be3,9943,Parcelle boisée présentant un couvert forestier,wooded parcel with forest cover,3360000000,tree_wood_forest,0,No specified use
be3,,,,3390000000,not_known_and_other,0,No specified use
bg,10001,Unknown,unknown,3390000000,not_known_and_other,0,No specified use
bg,10002,Басми,tobacco,3310601000,tobacco,0,No specified use
bg,10003,Бърлей,tobacco,3310601000,tobacco,0,No specified use
bg,10004,Бяла върба,White willow,3360800000,willows_osiers,0,No specified use
bg,10005,Бяла топола,White poplar,3360700000,populus,0,No specified use
bg,10006,Бяла черница,White mulberry,3330299000,other_berries_berry_species,0,No specified use
bg,10007,Винени лозя,Wine vineyards,3330600000,vineyards_wine_vine_rebland_grapes,2,Industry/for processing
bg,10008,Виржиния,Virginia tobacco,3310601000,tobacco,0,No specified use
bg,10009,Влакнодайни култури,Fibre crops,3310611000,fibre_crops,7,Fiber
bg,10010,ДРУГИ  ТРАЙНИ НАСАЖДЕНИЯ,OTHER PERMANENT CROPS,3330000000,permanent_crops_perennial,0,No specified use
bg,10011,Декоративни храсти,Ornamental shrubs,3330800000,shrubberries_shrubs,0,No specified use
bg,10012,Десертни лозя,Dessert vineyards,3330600000,vineyards_wine_vine_rebland_grapes,1,Consumption/Fresh
bg,10013,Други декоративни растения,Other ornamental plants,3310800000,flowers_ornamental_plants,0,No specified use
bg,10014,Други зеленчукови култури,Other vegetable crops,3310700000,fresh_vegetables,0,No specified use
bg,10015,Други овощни видове,Other fruit types,3330100000,orchards_fruits,0,No specified use
bg,10016,Дървесни култури с кратък цикъл на ротация,Tree crops with a short rotation cycle,3360000000,tree_wood_forest,0,No specified use
bg,10017,Едногодишни фуражни култури,Annual forage crops,3310000000,arable_crops,0,No specified use
bg,10018,Зеленчуци,Vegetables,3310700000,fresh_vegetables,0,No specified use
bg,10019,Зърнено-бобови култури,Grain and legume crops,3310100000,cereal,6,Harvested as Grains
bg,10020,Зърнено-житни култури,Cereals,3310100000,cereal,0,No specified use
bg,10021,Изкуствени ливади,Cultivated meadows,3320000000,grassland_grass,0,No specified use
bg,10022,Източен чинар,Oriental Plane,3369900000,other_tree_wood_forest,0,No specified use
bg,10023,Индустриални култури,Industrial crops,3310600000,industrial_nonfood_crops,2,Industry/for processing
bg,10024,КАРТОФИ,POTATOES,3310300000,potatoes,0,No specified use
bg,10025,КУЛТИВИРАНИ ГЪБИ,CULTIVATED MUSHROOMS,3349900000,other_mushrooms,0,No specified use
bg,10026,Каба-кулак,tobacco,3310601000,tobacco,0,No specified use
bg,10027,Кореноплодни зеленчукови култури,Root vegetables,3310715000,root_vegetables,0,No specified use
bg,10028,Костилкови овощни видове,Stone fruit species,3330100000,orchards_fruits,0,No specified use
bg,10029,ЛОЗЯ,VINEYARD,3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use
bg,10030,Леска,Hazel,3330302000,hazelnuts_hazel,0,No specified use
bg,10031,Ливади за косене,Mowing meadows,3320000000,grassland_grass,0,No specified use
bg,10032,Листностъблени зеленчукови култури,Leafy vegetable crops,3310717990,other_salads_lettuce_leaf_vegetables,0,No specified use
bg,10033,Лозов посадъчен материал,Vine planting material,3330600000,vineyards_wine_vine_rebland_grapes,9,Seed/Propagation
bg,10034,Луковични зеленчукови култури,Bulb vegetable crops,3310708000,alliums,0,No specified use
bg,10035,МНОГОГОДИШНИ МЕДИЦИНСКИ И АРОМАТНИ КУЛТУРИ,PERENNIAL MEDICINAL AND AROMATIC CROPS,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
bg,10036,Маслодайни култури,Oil crops,3310604000,oilseed_crops,8,Oil
bg,10037,Медицински и Ароматни култури,Medicinal and Aromatic Crops,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
bg,10038,Медицински и ароматни култури,Medical and aromatic crops,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
bg,10039,Многогодишни тревни видове,Perennial grass species,3320100000,permanent_grassland,0,No specified use
bg,10040,Многогодишни фуражни култури,Perennial forage crops,3330000000,permanent_crops_perennial,0,No specified use
bg,10041,ОВОЩНИ ВИДОВЕ,FRUIT TYPES,3330100000,orchards_fruits,0,No specified use
bg,10042,ОРАНЖЕРИЙНИ ПЛОЩИ,GREENHOUSE AREAS,3350000000,greenhouse_foil_film,0,No specified use
bg,10043,Овощен посадъчен материал,Fruit planting material,3330100000,orchards_fruits,9,Seed/Propagation
bg,10044,ПЛОЩИ С УГАРИ,AREA WITH FALLOW LAND,3311100000,fallow_land_not_crop,0,No specified use
bg,10045,"ПОСТОЯННО ЗАТРЕВЕНИ ПЛОЩИ (постоянни пасища, мери и ливади)","PERMANENT GRASSLANDS (permanent pastures, meadows and pastures)",3320100000,permanent_grassland,3,Fodder/Forage
bg,10046,ПРЕСНИ ЗЕЛЕНЧУЦИ,FRESH VEGETABLES,3310700000,fresh_vegetables,1,Consumption/Fresh
bg,10047,Плодови зеленчукови култури,Fruiting vegetables,3310700000,fresh_vegetables,0,No specified use
bg,10048,Площи за производство на посевен и посадъчен материал,Areas for the production of seed and seed material,3311000000,seed_seedlings,9,Seed/Propagation
bg,10049,Полски бряст,Field elm,3369900000,other_tree_wood_forest,0,No specified use
bg,10050,Постоянни или временни пасища за паша на животни (пасища и мери за паша),Permanent grassland kept in a state suitable for grazing or mowing,3320100000,permanent_grassland,3,Fodder/Forage
bg,10051,Постоянно затревени площи (ливади за косене),Permanent grassland (mowed meadows),3320100000,permanent_grassland,0,No specified use
bg,10052,Постоянно затревени площи (пасища и мери за паша),Permanent grassland (pastures and grazing measures),3320100000,permanent_grassland,3,Fodder/Forage
bg,10053,"Постоянно затревени площи поддържани в състояние, годно за паша или косене",Permanent grassland kept in a state suitable for grazing or mowing,3320100000,permanent_grassland,3,Fodder/Forage
bg,10054,РАЗСАДНИЦИ,NURSERIES,3330700000,nurseries_nursery,0,No specified use
bg,10055,Разсадници за горски фиданки,Nurseries for forest saplings,3330700000,nurseries_nursery,0,No specified use
bg,10056,Разсадници за декоративни растения,Nurseries for ornamental plants,3330700000,nurseries_nursery,0,No specified use
bg,10057,СЕМЕЙНИ ГРАДИНИ,FAMILY GARDENES,3311200000,kitchen_gardens,0,No specified use
bg,10058,Саксийни култури,Potted plants,3310000000,arable_crops,0,No specified use
bg,10059,Семкови овощни видове,Pome fruits,3330100000,orchards_fruits,0,No specified use
bg,10060,Спелта,Spelt,3310110000,spelt,0,No specified use
bg,10061,Сребролистна липа,Silver Linden,3369900000,other_tree_wood_forest,0,No specified use
bg,10062,ТЕХНИЧЕСКИ КУЛТУРИ,Industrial Crop,3310600000,industrial_nonfood_crops,2,Industry/for processing
bg,10063,ТОПОЛИ,POPLARS,3360700000,populus,0,No specified use
bg,10064,Тикви за семки,Pumpkins for seeds,3310702040,pumpkin_squash_gourd,9,Seed/Propagation
bg,10065,Трепетлика,Aspen,3360200000,aspen,0,No specified use
bg,10066,Тритичинкова върба,Almond Willow,3360800000,willows_osiers,0,No specified use
bg,10067,ФУРАЖНИ КУЛТУРИ,FORAGE CROPS,3310000000,arable_crops,3,Fodder/Forage
bg,10068,ЦВЕТЯ И ДЕКОРАТИВНИ РАСТЕНИЯ,FLOWERS AND DECORATIVE PLANTS,3310800000,flowers_ornamental_plants,0,No specified use
bg,10069,Цветя,Flowers,3310800000,flowers_ornamental_plants,0,No specified use
bg,10070,Цветя и декоративни растения,Flowers and ornamental plants,3310800000,flowers_ornamental_plants,0,No specified use
bg,10071,"Цветя,отглеждани за луковици",Flowers grown for bulbs,3310800000,flowers_ornamental_plants,0,No specified use
bg,10072,"Цветя,отглеждани за рязан цвят",Flowers grown for cut flowers,3310800000,flowers_ornamental_plants,0,No specified use
bg,10073,ЧЕРНИЦИ,Mulberries,3330299000,other_berries_berry_species,0,No specified use
bg,10074,Черна елша,Black alder,3369900000,other_tree_wood_forest,0,No specified use
bg,10075,Черна топола,Black poplar,3360700000,populus,0,No specified use
bg,10076,Черна черница,Black mulberry,3330299000,other_berries_berry_species,0,No specified use
bg,10077,Ягодоплодни,Berry fruit,3330200000,berries_berry_species,0,No specified use
bg,10078,Ягодоплодни видове,Berry fruit species,3330200000,berries_berry_species,0,No specified use
bg,10079,Ядкови(черупкови) видове,other pome fruit species,3330300000,nuts,0,No specified use
bg,10080,актинидия(киви),actinidia (kiwi),3330107000,kiwi,0,No specified use
bg,10081,анасон,anise,3310612050,anise_aniseed,0,No specified use
bg,10082,арония,aronia,3330201000,aronia_chokeberries,0,No specified use
bg,10083,арпаджик,Onion sets,3310708040,onions,0,No specified use
bg,10084,артишок,artichoke,3310713000,artichoke,0,No specified use
bg,10085,аспержи,asparagus,3310706000,asparagus,0,No specified use
bg,10086,бадеми,almonds,3330301000,almond,0,No specified use
bg,10087,бакла за зърно,broad beans for grain,3310201010,beans,6,Harvested as Grains
bg,10088,бамя,okra,3310799000,other_fresh_vegetables,0,No specified use
bg,10089,беладона,belladonna,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
bg,10090,блатно кокиче,Leucojum,3310899000,other_flowers_ornamental_plants,0,No specified use
bg,10091,бодливо грозде,gooseberry,3330206030,gooseberry_gooseberries,0,No specified use
bg,10092,боровинки,blueberries,3330204010,blueberry,0,No specified use
bg,10093,босилек,basil,3310612070,basil,0,No specified use
bg,10094,броколи,broccoli,3310707030,broccoli,0,No specified use
bg,10095,бурчак,bitter vetch,3310202050,vetches,0,No specified use
bg,10096,бял риган,Oregano,3310612260,oregano,0,No specified use
bg,10097,бял трън,milk thistle,3310612400,marian_thistles,0,No specified use
bg,10098,валериана,valerian,3310612380,valerian,0,No specified use
bg,10099,вигна,vigna,3310201010,beans,0,No specified use
bg,10100,вишни,sour cherries,3330104000,cherry_cherries,0,No specified use
bg,10101,главесто зеле,cabbage,3310707000,brassicaceae_cruciferae,0,No specified use
bg,10102,грах за зърно - зимен,peas for grain - winter,3310201080,peas,6,Harvested as Grains
bg,10103,грах за зърно - пролетен,peas for grain - spring,3310201080,peas,6,Harvested as Grains
bg,10104,грах полски,field peas,3310201080,peas,0,No specified use
bg,10105,двузърнест лимец,emmer,3310112000,emmer,0,No specified use
bg,10106,детелина,clover,3310202030,clover,0,No specified use
bg,10107,дини,watermelons,3310702050,watermelon,0,No specified use
bg,10108,домати,tomatoes,3310714000,tomato,0,No specified use
bg,10109,домати - градински,tomatoes - garden,3310714000,tomato,0,No specified use
bg,10110,домати - неотопляеми оранжерии,tomatoes - non-heated greenhouses,3310714000,tomato,0,No specified use
bg,10111,домати - оранжерийно производство,tomatoes - greenhouse production,3310714000,tomato,0,No specified use
bg,10112,домати - отопляеми оранжерии,tomatoes - heated greenhouses,3310714000,tomato,0,No specified use
bg,10113,домати - полски,tomatoes - field,3310714000,tomato,0,No specified use
bg,10114,домати на открито,tomatoes outdoors,3310714000,tomato,0,No specified use
bg,10115,други зърнено-бобови,other cereals and legumes,3310100000,cereal,0,No specified use
bg,10116,други зърнено-житни,Other cereals,3310100000,cereal,0,No specified use
bg,10117,други индустриални култури,Other industrial crops,3310600000,industrial_nonfood_crops,2,Industry/for processing
bg,10118,други кореноплодни култури,other root crops,3310715000,root_vegetables,0,No specified use
bg,10119,други костилкови овощни видове,other stone fruit species,3330100000,orchards_fruits,0,No specified use
bg,10120,други листностъблени култури,other leafy crops,3310717000,salads_lettuce_leaf_vegetables,0,No specified use
bg,10121,други луковични зеленчукови култури,other bulbous vegetable crops,3310708000,alliums,0,No specified use
bg,10122,други маслодайни,other oilseeds,3310604000,oilseed_crops,8,Oil
bg,10123,други медицински и ароматни култури,other medicinal and aromatic crops,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
bg,10124,други многогодишни ароматни култури,other perennial aromatic crops,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,0,No specified use
bg,10125,други многогодишни зеленчукови култури,other perennial vegetable crops,3310700000,fresh_vegetables,0,No specified use
bg,10126,други плодови зеленчукови култури,Other fruiting vegetables,3310700000,fresh_vegetables,0,No specified use
bg,10127,други семкови овощни видове,other pome fruit species,3330100000,orchards_fruits,0,No specified use
bg,10128,други фуражни зеленчуци,other fodder vegetables,3310000000,arable_crops,3,Fodder/Forage
bg,10129,други фуражни култури,Other feed crops,3310000000,arable_crops,3,Fodder/Forage
bg,10130,други ягодоплодни култури,other berry crops,3330200000,berries_berry_species,0,No specified use
bg,10131,други ядкови (черупкови) видове,other nut (shell) species,3330300000,nuts,0,No specified use
bg,10132,дрян,dogwood,3360400000,dogwood_cornus,0,No specified use
bg,10133,дюли,quinces,3330115000,quinces,0,No specified use
bg,10134,едногодишни зърнено-бобови,annual cereal and legumes,3310100000,cereal,0,No specified use
bg,10135,едногодишни зърнено-житни,annual cereals,3310100000,cereal,0,No specified use
bg,10136,едногодишни фуражни зеленчуци,annual forage vegetables,3310000000,arable_crops,0,No specified use
bg,10137,еднозърнест лимец,einkorn,3310113000,einkorn,0,No specified use
bg,10138,еспарзета,Sainfoin,3310202060,onobrychis_sainfoins,0,No specified use
bg,10139,ехинацея,echinacea,3310815000,echinacea,0,No specified use
bg,10140,ечемик,Barley,3310104000,barley,0,No specified use
bg,10141,ечемик-зимен,barley-winter,3310104001,winter_barley,0,No specified use
