nuts,original_code,original_name,translated_name,hcat4_code,hcat4_name,g_tname,dpl_tname,gpt_tname,translation_flag,type_error,Notes,Niche/uncommon name/spelling error/abbreviation
pt,124.0,KIWI,Kiwi,3330107000,kiwi,KIWI,New Zealand,Kiwi,0,1,,
pt,125.0,GALERIA RIPÍCOLA,RIPARIAN GALLERY,3390000000,not_known_and_other,RIPICOLA GALLERY,RIPÍCOLA GALLERY,Riparian Gallery,0,1,,
pt,127.0,BATATA DOCE,SWEET POTATO,3310400000,sweet_potatoes,SWEET POTATO,SWEET POTATO,Sweet Potato,1,,,
pt,128.0,INHAME,Taro (Colocasia esculenta),3310715990,other_root_vegetables,YAM,YAM,Yam,1,,,
pt,13.0,ERVILHA,PEA,3310201080,peas,PEA,PEA,Pea,1,,,
pt,130.0,AMENDOIM,PEANUT,3310201020,peanuts,PEANUT,PEANUT,Peanut,1,,,
pt,131.0,MEDRONHEIRO,Strawberry Tree,3330199000,other_orchards_fruits,MEDRONHEIRO,MEDRONHEIRO,Strawberry Tree,0,3,Strawberry Tree,1
pt,132.0,ANANÁS,Pineapple,3330199000,other_orchards_fruits,ANANAS,PINEAPPLE,Pineapple,0,1,,
pt,133.0,BANANA,Banana,3330199000,other_orchards_fruits,BANANA,Girls,Banana,0,1,,
pt,134.0,PISTACIOS,PISTACES,3330304000,pistachio,PISTACIOS,Pistachios,Pistachios,0,1,,
pt,135.0,PINHÃO,PINE NUTS,3360900000,conifers,PINION,PINHÃO,Pine Nut,0,3,Pinenut correct spelling,1
pt,136.0,ABACATE,AVOCADO,3330116000,avocado,AVOCADO,AVOCADO,Avocado,1,,,
pt,137.0,BERINGELA,EGGPLANT,3310712000,aubergine_eggplant,EGGPLANT,EGGPLANT,Eggplant,1,,,
pt,139.0,BOSQUETES,groves,3360000000,tree_wood_forest,WOODS,Groves,Groves,0,1,,
pt,14.0,FAVA,BEAN,3310201010,beans,FAVA,Broad bean,Broad Bean,1,,,
pt,142.0,PRADOS TEMPORÁRIOS ,TEMPORARY MEADOWS,3320200000,temporary_grassland,TEMPORARY MEADOWS,TEMPORARY MEADOWS ,Temporary Meadows,1,,,
pt,143.0,PASTAGENS PERMANENTES,PERMANENT PASTURES,3320100000,permanent_grassland,PERMANENT PASTURES,PERMANENT PASTURES,Permanent Pastures,1,,,
pt,148.0,OUTRAS LEGUMINOSAS SECAS,OTHER DRIED LEGUMES,3310200000,legumes,OTHER DRIED LEGUMES,OTHER DRY LEGUMES,Other Dry Legumes,1,,,
pt,151.0,ANONA,Custard apple (also known as cherimoya or sugar apple),3330199000,other_orchards_fruits,ANONA,Why,Cherimoya,0,3,Custard apple,1
pt,155.0,TANGERINA,mandarin orange,3330403000,mandarin,TANGERINE,TANGERINE,Tangerine,1,,,
pt,156.0,OUTRAS OLEAGINOSAS,OTHER OILSEEDS,3310604000,oilseed_crops,OTHER OILSEEDS,OTHER OILSEEDS,Other Oilseeds,0,1,,
pt,157.0,OUTROS CITRINOS,OTHER CITRUS FRUIT,3330400000,citrus,OTHER CITRUS FRUIT,OTHER CITRUS FRUITS,Other Citrus Fruits,1,,,
pt,161.0,MISTO CULTURAS PERMANENTES,MIXED PERMANENT CULTURES,3330000000,permanent_crops_perennial,MIXED PERMANENT CROPS,MIXED PERMANENT CROPS,Mixed Permanent Crops,0,1,,
pt,162.0,POVOAMENTO DE SOBREIROS,CORK OAK PLANTATION,3360600000,oak,CORK OAK PEOPLE,CORK OAK FOREST,Cork Oak Stand,0,1,,
pt,163.0,POVOAMENTO AZINHEIRAS,EVERGREEN OAK PLANTATION,3360600000,oak,AZINHEIRAS SETTLEMENT,HOLM OAK FOREST,Holm Oak Stand,0,1,,
pt,164.0,POVOAMENTO CARVALHO NEGRAL,BLACK OAK NEGRAL PLANTATION,3360600000,oak,CARVALHO NEGRAL SETTLEMENT,BLACK OAK FOREST,Pyrenean Oak Stand,0,1,,
pt,165.0,POVOAMENTO MISTO QUERCUS(SOB.AZENH.CARVAL/NEGRAL),oak MIXED SETTLEMENT (UNDER AZENH.CARVAL/NEGRAL),3360600000,oak,QUERCUS MIXED SETTLEMENT (SOB.AZENH.CARVAL/NEGRAL),MIXED QUERCUS FOREST (SOB.AZENH.CARVAL/NEGRAL),"Mixed Stand of Quercus (Cork Oak, Holm Oak, Pyrenean Oak)",1,,,
pt,166.0,POVOAMENTO CASTANHEIRO,CHESTNUT PLANTATION,3330305000,sweet_chestnuts,CASTANHEIRO SETTLEMENT,CHESTNUT GROVE,Chestnut Stand,0,1,,
pt,167.0,POVOAMENTO OUTRAS FOLHOSAS,OTHER HARDWOOD PLANTATION,3360000000,tree_wood_forest,STANDING OTHER HARDWOODS,OTHER DECIDUOUS TREES,Other Broadleaf Stands,0,1,,
pt,168.0,POVOAMENTO DE PINHEIRO MANSO,PINE TREES PLANTATION,3360900000,conifers,STOCK PINE STANDING,PINHEIRO MANSO SETTLEMENT,Stone Pine Stand,0,1,,
pt,169.0,POVOAMENTO OUTRAS RESINOSAS,OTHER CONIFEROUS FORESTS,3360900000,conifers,SETTLEMENT OF OTHER RESINOUS,OTHER RESINOUS TREES,Other Resinous Stands,1,,,
pt,17.0,GIRASSOL,SUNFLOWER,3310604020,sunflower,SUNFLOWER,SUNFLOWER,Sunflower,1,,,
pt,170.0,POVOAMENTO F MISTO,MIXED Forest,3360000000,tree_wood_forest,MIXED SETTLEMENT F,MIXED FOREST,Mixed Forest Stand,0,1,,
pt,173.0,ACEIRO FLORESTAL,FOREST FIREBREAKS,3360000000,tree_wood_forest,FOREST ACEIRO,FOREST FIREBREAK,Forest Firebreak,0,1,,
pt,174.0,OUTRAS SUPERFÍCIES FLORESTAIS,OTHER FOREST SURFACES,3360000000,tree_wood_forest,OTHER FOREST SURFACES,OTHER FOREST AREAS,Other Forest Areas,1,,,
pt,18.0,SOJA,SOY,3310201030,soy_soybeans,SOY,Soldier,Soybean,0,1,,
pt,190.0,MACIÇOS OU FORMAÇÕES RELIQUIAIS OU NOTÁVEIS,Massifs or Relict or Notable Formations,3390000000,not_known_and_other,MASSIVES OR RELIQUIAL OR NOTABLE FORMATIONS,MASSIFS OR RELIC OR NOTABLE FORMATIONS,Massifs or Relict or Notable Formations,1,,,
pt,195.0,OUTRAS FRUTOS FRESCOS,OTHER FRESH FRUIT,3330100000,orchards_fruits,OTHER FRESH FRUITS,OTHER FRESH FRUITS,Other Fresh Fruits,1,,,
pt,201.0,AMORA,BLACKBERRY,3330202010,blackberry,BLACKBERRY,Love,Blackberry,0,1,,
pt,202.0,MIRTILO,BLUEBERRY,3330204010,blueberry,BLUEBERRY,BLUEBERRY,Blueberry,1,,,
pt,203.0,FRAMBOESA,RASPBERRY,3330202020,raspberry_raspberries,RASPBERRY,RASPBERRY,Raspberry,1,,,
pt,204.0,MORANGO,STRAWBERRY,3310701000,strawberries,STRAWBERRY,STRAWBERRY,Strawberry,1,,,
pt,205.0,MELÃO,MELON,3310702030,melon,MELON,MELON,Melon,1,,,
pt,208.0,DIOSPIRO,Persimmon,3330199000,other_orchards_fruits,PERSIMMON,DIOSPIRO,Persimmon,0,1,,
pt,209.0,ROMÃ,POMEGRANATE,3330114000,pomegranate,POMEGRANATE,POMEGRANATE,Pomegranate,1,,,
pt,210.0,POVOAMENTO DE EUCALIPTO,EUCALYPTUS PLANTATION,3360500000,eucalyptus,EUCALYPTUS STANDING,EUCALYPTUS PLANTATION,Eucalyptus Stand,1,,,
pt,211.0,GINJA,sour cherry,3330104000,cherry_cherries,GINJA,GINJA,Sour Cherry,0,3,sour cherry,1
pt,223.0,SABUGUEIRO (BAGA),ELDERBERRY,3330804000,elder_elderberry,ELDERBERRY (BERRY),ELDERBERRY (BERRY),Elderberry (Berry),1,,,
pt,23.0,MILHO DOCE,Sweet corn,3310106000,maize_corn_popcorn,SWEET CORN,SWEET CORN,Sweet Corn,1,,,
pt,230.0,FEIJÃO ,BEAN,3310201010,beans,BEAN,BEANS ,Bean,1,,,
pt,231.0,MELANCIA,WATERMELON,3310702050,watermelon,WATERMELON,WATERMELON,Watermelon,1,,,
pt,232.0,MELOA,melon,3310702030,melon,MELONA,The sun is shining,Melon,0,1,,
pt,233.0,NABO,TURNIP,3310715050,turnips,TURNIP,And they,Turnip,0,1,,
pt,234.0,PEPINO,CUCUMBER,3310702010,cucumber_pickle,CUCUMBER,CUCUMBER,Cucumber,1,,,
pt,236.0,RABANETE,Radish,3310715040,radish,RADISH,RADISH,Radish,1,,,
pt,237.0,RÁBANO,RADISH,3310715060,horseradish,HORSENDER,RADISH,Horseradish,0,1,,
pt,24.0,ARROZ,RICE,3310107000,rice,RICE,RICE,Rice,1,,,
pt,240.0,TREMOCILHA,Lupinus luteus,3310201090,lupins,TREMOCILLA,WIRE MESH,White Lupin,0,3,Yellow lupin,1
pt,241.0,ABÓBORAS E ABOBORINHAS,PUMPKINS AND COURGETTES,3310702040,pumpkin_squash_gourd,PUMPKINS AND PUMPKINS,PUMPKINS AND SQUASHES,Pumpkins and Zucchinis,1,,,
pt,242.0,AGRIÃO,watercress,3310718000,cress,CRESS,WATERCRESS,Watercress,1,,,
pt,244.0,ALFACE,LETTUCE,3310717000,salads_lettuce_leaf_vegetables,LETTUCE,LETTUCE,Lettuce,1,,,
pt,245.0,ALHO,GARLIC,3310708020,garlic,GARLIC,GARLIC,Garlic,1,,,
pt,248.0,CEBOLA,ONION,3310708040,onions,ONION,ONION,Onion,1,,,
pt,249.0,CENOURA,CARROT,3310715020,carrots_daucus,CARROT,CARROT,Carrot,1,,,
pt,250.0,COURGETTE,COURGETTE,3310702060,zucchini_courgette,COURGETTE,ZUCCHINI,Zucchini,1,,,
pt,254.0,COUVE,CABBAGE,3310707000,brassicaceae_cruciferae,CABBAGE,COUVE,Cabbage,0,1,,
pt,26.0,OUTROS CEREAIS,OTHER CEREALS,3310198000,unspecified_cereals,OTHER CEREALS,OTHER CEREALS,Other Cereals,1,,,
pt,261.0,TANGERA,Tangelo,3330499000,other_citrus,TANGERA,TANGERA,Tangerine,0,3,tângera,3
pt,262.0,SOBREIRO PARA PRODUÇÃO DE CORTIÇA,CORK OAK FOR CORK PRODUCTION,3360600000,oak,CORK OAK FOR CORK PRODUCTION,CORK OAK FOR CORK PRODUCTION,Cork Oak for Cork Production,1,,,
pt,263.0,CHUCHU,Chayote Gourd,3310702990,other_cucurbits,CHUCHU,Mama,Chayote,0,3,Chayote Gourd,1
pt,264.0,COLZA,RAPE,3310604010,rapeseed_rape,COOLZA,RAPESEED,Rapeseed,0,1,,
pt,265.0,SUPERFÍCIE ARBUSTIVA NÃO PASTOREÁVEL,non-grazable shrub area,3330800000,shrubberries_shrubs,NON-GRAZABLE SHRUBBY SURFACE,UNPASTURABLE SCRUB LAND,Shrub Area Not Suitable for Grazing,1,,,
pt,266.0,CONSOCIAÇÃO DE FIXADORAS DE AZOTO,association of nitrogen-fixing plants,3310200000,legumes,CONSOCIATION OF NITROGEN FIXERS,ASSOCIATION OF NITROGEN FASTENERS,Nitrogen-Fixing Association,1,,,
pt,267.0,CONSOCIAÇÕES ANUAIS E OUTRAS CULT. FORRAG. ANUAIS,ANNUAL AND OTHER CULT. FORAGE ANNUALS,3310000000,arable_crops,ANNUAL CONSOCIATIONS AND OTHER CULTS. FORRAG. ANNUAL,ANNUAL ASSOCIATIONS AND OTHER ANNUAL FORAGE CROPS,Annual Associations and Other Annual Forage Crops,1,,,
pt,268.0,GALERIA RIPÍCOLA FLORESTAL,FOREST RIPELINE GALLERY,3390000000,not_known_and_other,RIPICUL FOREST GALLERY,FOREST RIPICOLE GALLERY,Forest Riparian Gallery,0,1,,
pt,269.0,MARACUJÁ,Passion fruit,3330199000,other_orchards_fruits,PASSION FRUIT,PASSION FRUIT,Passion Fruit,1,,,
pt,276.0,MOSTARDA,MUSTARD,3310707010,mustard,MUSTARD,MUSTARD,Mustard,1,,,
pt,277.0,NABIÇA,Turnip greens,3310715050,turnips,NABIÇA,NABIÇA,Turnip Greens,0,3,Brassica Rapa or Brassica Napus correct spelling,1
pt,279.0,RÚCULA,ARUGULA,3310717050,rocket_arugula,ARUGULA,ROCKET,Arugula,1,,,
pt,280.0,PASTAGENS ARBUSTIVAS,PASTURE WITH BUSHES,3320100000,permanent_grassland,BUSHED PASTURES,SHRUBBY PASTURES,Shrub Pastures,1,,,
pt,283.0,MEDRONHO,Strawberry Tree Fruit,3330199000,other_orchards_fruits,MEDRONHO,MEDRONHO,Strawberry Tree Fruit,0,3,Strawberry Tree Fruit,1
pt,284.0,PAPAIA,papaya,3330199000,other_orchards_fruits,PAPAYA,PAPAIA,Papaya,0,1,,
pt,285.0,FIGO DA INDIA,Prickly pear,3330199000,other_orchards_fruits,INDIA FIG,INDIAN FIG,Prickly Pear,0,1,,
pt,286.0,GROSELHA,red currant,3330206020,redcurrant,CURRANT,GOOSEBERRY,Currant,0,1,,
pt,287.0,SERRADELA,SERRADELA,3310202020,serradella,SERRADELA,Clover,Serradella,0,1,,
pt,288.0,FESTUCA,Fescue,3320201020,festuca_fescue,FESTUCA,Straw,Fescue,0,1,,
pt,289.0,PANASCO,Dactylis glomerata,3320201030,cocksfoot_catgrass,PANASCO,PANASCO,Panas Grass,0,3,Some kind of grass,1
pt,29.0,CANA DE AÇÚCAR,Sugar cane,3310699000,other_industrial_crops,SUGAR CANE,SUGAR CANE,Sugarcane,1,,,
pt,290.0,BROMUS,Bromus,3320209900,other_poaceae_grasses,BROMUS,BROMUS,Bromus,1,,,
pt,291.0,MARALFALFA,MARALFALFA,3320209900,other_poaceae_grasses,MARALFALFA,MARALFALFA,Maralfalfa,1,,,
pt,292.0,ANAFA,melilot,3310202040,melilot,ANAFA,It's a shame,Anafa,0,3,melilot,1
pt,293.0,ALHO FRANCÊS,FRENCH GARLIC,3310708020,garlic,LEEK,LEEK,Leek,1,,,
pt,294.0,TALHADEIRA DE CURTA ROTAÇÃO,Short rotation coppice,3360000000,tree_wood_forest,SHORT ROTATION SLIP,SHORT ROTATION CUTTER,Short Rotation Coppice,0,1,,
pt,298.0,MANGA,Mango (Mangifera indica),3330199000,other_orchards_fruits,SLEEVE,What are you doing?,Mango,0,3,Mango fruit,1
pt,299.0,GOIABA,Guava (Psidium guajava),3330199000,other_orchards_fruits,GUAVA,GUAVA,Guava,1,,,
pt,3.0,CENTEIO,CEREALS,3310100000,cereal,RYE,RYE,Rye,1,,,
pt,300.0,TALUDE DA VINHA,Vineyard Terrace,3330600000,vineyards_wine_vine_rebland_grapes,VINEYARD SLOPE,VINEYARD SLOPE,Vineyard Slope,1,,,
pt,301.0,CULTURAS EM HIDROPONIA,Hydroponic crops.,3390000000,not_known_and_other,CROPS IN HYDROPONICS,HYDROPONIC CROPS,Hydroponic Crops,1,,,
pt,302.0,CULTURAS SEM SOLO,CULTURES WITHOUT SOIL,3390000000,not_known_and_other,SOILLESS CROPS,SOILLESS CULTURES,Soilless Crops,1,,,
pt,304.0,TRIGO SPELTA,Spelt Wheat,3310110000,spelt,SPELTA WHEAT,SPELT WHEAT,Spelt Wheat,1,,,
pt,305.0,ESPINAFRE,SPINACH,3310717070,spinach,SPINACH,SPINACH,Spinach,1,,,
pt,307.0,OUTRAS CULTURAS TEMPORÁRIAS,OTHER TEMPORARY CROPS,3310000000,arable_crops,OTHER TEMPORARY CROPS,OTHER TEMPORARY CROPS,Other Temporary Crops,1,,,
pt,308.0,CARQUEJA,Genista tridentata,3310612990,other_aromatic_medicinal_culinary_plants_spices_herbs,CARQUEJA,CARQUEJA,Carqueja,0,2,Genista tridentata,1
pt,309.0,ESPARGOS,ASPARAGUS,3310706000,asparagus,ASPARAGUS,ASPARAGUS,Asparagus,1,,,
pt,310.0,GOJI,Goji,3330299000,other_berries_berry_species,GOJI,GOJI,Goji,1,,,
pt,311.0,ARAÇÁ,Psidium,3330199000,other_orchards_fruits,ARRACK,Vehicle,Araçá,0,3,Psidium,1
pt,312.0,PITAIA,Dragon fruit,3330199000,other_orchards_fruits,PITAIA,PITAIA,Pitaya,0,1,,
pt,313.0,PHYSALIS,PHYSALIS,3310799000,other_fresh_vegetables,PHYSALIS,PHYSALIS,Physalis,1,,,
pt,314.0,QUINOA,QUINOA,3310703030,quinoa,QUINOA,QUINOA,Quinoa,1,,,
pt,315.0,LENTILHA,Lentil,3310201070,lentils,LENTIL,LENTIL,Lentil,1,,,
pt,316.0,CHICHARO,Lathyrus sativus/Lathyrus cicera,3310201080,peas,CHICHARO,Pea,Grass Pea,0,1,,
pt,317.0,BERSIM,Berseem clover (Egyptian clover),3310202030,clover,BERSIM,BERSIM,Berseem,0,1,,
pt,319.0,FEIJÃO FRADE,Black-eyed bean (cowpea),3310201010,beans,BROWN BEANS,BLACK-EYED PEAS,Black-Eyed Bean,0,1,,
pt,32.0,BETERRABA,BEETROOT,3310719000,beta_vulgaris,BEET,BEETROOT,Beetroot,1,,,
pt,321.0,CÁRTAMO,Safflower,3310839000,safflower,SAFFON,Safflower,Safflower,0,1,,
pt,322.0,BAMBU,Bamboo,3320209900,other_poaceae_grasses,BAMBOO,Bamboo,Bamboo,1,,,
pt,323.0,FUNCHO,Fennel,3310704000,fennel,FENNEL,FENNEL,Fennel,1,,,
pt,324.0,TRIGO-SARRACENO,Buckwheat,3310703020,buckwheat,BUCKWHEAT,BUCKWHEAT,Buckwheat,1,,,
pt,325.0,MILHO PAINÇO,Millet,3310109000,millet,MILLET CORN,PAINÇO CORN,Foxtail Millet,0,1,,
pt,327.0,CANÓNIGOS,Lamb’s lettuce,3310717040,lambs_lettuce_rapunzel,CANONS,CANONS,Lamb’s Lettuce,0,3,Spanish name PT is canônigos,2
pt,33.0,TOMATE,TOMATO,3310714000,tomato,TOMATO,TOMATO,Tomato,1,,,
pt,34.0,VINHA ,VINEYARD,3330600000,vineyards_wine_vine_rebland_grapes,VINEYARD,VINEYARD ,Vineyard,1,,,
pt,35.0,LUPULO,Hops,3310602000,hops,HOP,The truth,Hops,0,1,,
pt,38.0,GRÃO DE BICO,CHICKPEA,3310201040,chickpeas,CHICKPEA,CHICKPEAS,Chickpea,1,,,
pt,4.0,CEVADA,BARLEY,3310104000,barley,BARLEY,CEVADA,Barley,0,1,,
pt,42.0,TABACO,TOBACCO,3310601000,tobacco,TOBACCO,TOBACCO,Tobacco,1,,,
pt,44.0,LUZERNA,LUCERNE,3310202010,alfalfa_lucerne,LUCERNE,Lucerne,Alfalfa,1,,,
pt,46.0,TREVO,CLOVER,3310202030,clover,CLOVER,CLOVER,Clover,1,,,
pt,47.0,TREMOÇO,LUPIN,3310201090,lupins,LUPINE,LUPINE,Lupin,1,,,
pt,48.0,ERVILHACA,Bird VETCH,3310202050,vetches,VETCH,PEAS,Vetch,0,1,,
pt,5.0,AVEIA,OATS,3310105000,oats,OAT,OATS,Oats,1,,,
pt,58.0,CÂNHAMO,Hemp,3310610000,hemp_cannabis,HEMP,HEMP,Hemp,1,,,
pt,59.0,ALGODÃO,Cotton,3310603000,cotton,COTTON,COTTON,Cotton,1,,,
pt,6.0,MILHO,CORN,3310106000,maize_corn_popcorn,CORN,CORN,Maize,1,,,
pt,60.0,OUTRAS CULTURAS PERMANENTES,OTHER PERMANENT CROPS,3330000000,permanent_crops_perennial,OTHER PERMANENT CROPS,OTHER PERMANENT CROPS,Other Permanent Crops,1,,,
pt,67.0,AZEVEM,Lolium rigidum,3320201050,lolium_ryegrass,AZEVEM,AZEVEM,Ryegrass,0,3,Lolium rigidum,1
pt,7.0,TRITICALE,TRITICALE,3310108000,triticale,TRITICALE,TRITICALE,Triticale,1,,,
pt,724.0,ELEMENTO LINEAR ARROZ (NÃO ÚTIL-COMP. MAA),Linear element RICE (COMP. MAA),3310107000,rice,LINEAR ELEMENT RICE (NOT USEFUL-COMP. MAA),LINEAR ELEMENT RICE (NOT USEFUL-COMP. MAA),Linear Element Rice (Non-Useful – MAA Component),1,,,
pt,725.0,SUPERFICIE NÃO AGRICOLA,Non-agricultural surface,3390000000,not_known_and_other,NON-AGRICULTURAL SURFACE,NON-AGRICULTURAL LAND,Non-Agricultural Area,1,,,
pt,78.0,PIMENTO,PEPPER,3310716010,bell_pepper_paprika,PEPPER,PEPPER,Pepper,1,,,
pt,8.0,SORGO,SOY,3310201030,soy_soybeans,SORGHUM,SORGHUM,Sorghum,1,,,
pt,81.0,"PLANTAS AROM., MEDICINAIS E CONDIMENTARES",AROM. MEDICINAL AND CONDIMENTAL PLANTS,3310612000,aromatic_medicinal_culinary_plants_spices_herbs,"AROMA, MEDICINAL AND CONDIMENTARY PLANTS","AROMATIC, MEDICINAL, AND CONDIMENT PLANTS","Aromatic, Medicinal and Condiment Plants",1,,,
pt,83.0,OLIVAL ,OLIVE VALLEY,3330500000,olive,OLIVAL,OLIVAL ,Olive Grove,0,3,Olive grove,1
pt,84.0,POMARES MISTOS DE FRUTOS FRESCOS,Mixed orchards of fresh fruits,3330100000,orchards_fruits,MIXED FRESH FRUITS ORCHARDS,MIXED FRESH FRUIT ORCHARDS,Mixed Orchards of Fresh Fruits,1,,,
pt,85.0,FIGO,FIG,3330106000,fig,FIG,International Federation of Gynecology and Obstetrics,Fig,0,1,,
pt,86.0,OUTROS FRUTOS SECOS,OTHER DRIED FRUITS,3330100000,orchards_fruits,OTHER DRIED FRUITS,OTHER DRIED FRUITS,Other Nuts,0,1,,
pt,89.0,POUSIO,FALLOW,3311100000,fallow_land_not_crop,FALL,POUSIO,Fallow,0,3,Fallow,1
pt,9.0,LINHO,Flax,3310607000,flax_linseed,LINEN,LINEN,Flax,1,,,
pt,90.0,OUTRAS HORTÍCOLAS,Other Horticultural Crops,3310000000,arable_crops,OTHER VEGETABLES,OTHER VEGETABLES,Other Vegetables,1,,,
pt,91.0,FLORES E PLANTAS ORNAMENTAIS,ORNAMENTAL FLOWERS AND PLANTS,3310800000,flowers_ornamental_plants,ORNAMENTAL FLOWERS AND PLANTS,FLOWERS AND ORNAMENTAL PLANTS,Flowers and Ornamental Plants,1,,,
pt,914.0,ELEMENTO LINEAR SEBE OU CORTA-VENTO-ÁREA ÚTIL,Linear element hedge or windbreak,3390000000,not_known_and_other,LINEAR ELEMENT HEDGES OR WINDBREAKERS - USEFUL AREA,LINEAR ELEMENT SEBE OR WINDSCREEN - USABLE AREA,Linear Element Hedge or Windbreak – Useful Area,1,,,
pt,924.0,ELEMENTO LINEAR EM ORIZICULTURA-ÁREA ÚTIL,Linear element in rice cultivation - useful area,3310107000,rice,LINEAR ELEMENT IN PRICE FARMING - USEFUL AREA,LINEAR ELEMENT IN RICE CULTIVATION - USABLE AREA,Linear Element in Rice Cultivation – Useful Area,0,1,,
pt,925.0,GALERIA RIPÍCOLA - ÁREA ÚTIL,RIPARIAN GALLERY - USEFUL AREA,3390000000,not_known_and_other,RIPICOLA GALLERY - USEFUL AREA,RIPÍCOLA GALLERY - USABLE AREA,Riparian Gallery – Useful Area,0,1,,
pt,93.0,PERA,PEAR,3330112000,pears,PEAR,Like,Pear,0,1,,
pt,939.0,EP-BOSQUETE E FORMAÇÕES RELIQUIAIS-ÁREA ÚTIL,EP-FOREST AND RELICIAL FORMATIONS-USEFUL AREA,3390000000,not_known_and_other,EP-WOODS AND RELIQUIAL FORMATIONS-USEFUL AREA,EP-BOSQUETE AND RELIC FORMATIONS-USABLE AREA,Landscape Element – Groves and Relict Formations – Useful Area,0,1,,
pt,94.0,PÊSSEGO,PEACH,3330111000,peach,PEACH,PEACH,Peach,1,,,
pt,96.0,LARANJA,ORANGE,3330402000,orange,ORANGE,ORANGE,Orange,1,,,
pt,97.0,LIMÃO,LEMON,3330404000,lemons,LEMON,LEMON,Lemon,1,,,
pt,982.0,CABECEIRAS CULT. PERMANENTES - ÁREA ÚTIL,Headlands of permanent crops - useful area,3390000000,not_known_and_other,CULT HEADBOARDS PERMANENT - USEFUL AREA,PERMANENT CULTURAL HEADBOARDS - USABLE AREA,Headlands of Permanent Crops – Useful Area,0,1,,
pt,985.0,LINHAS DE ÁGUA - ÁREA ÚTIL,ELEGIBLE LANDSCAPE FEATURES - WATER LINES,3390000000,not_known_and_other,WATER LINES - USEFUL AREA,WATER LINES - USABLE AREA,Water Lines – Useful Area,1,,,
pt,986.0,ELP CHARCAS E LAGOAS - ÁREA ÚTIL,ELP (Linear and Landscape Element) ponds and lagoons - usable area,3390000000,not_known_and_other,ELP CHARCAS E LAGOAS - USEFUL AREA,ELP PONDS AND LAGOONS - USABLE AREA,Landscape Element Ponds and Lagoons – Useful Area,0,1,,
pt,987.0,ELP MURO DE PEDRA POSTA - ÁREA ÚTIL,ELP (Linear and Landscape Element) dry stone wall - usable area,3390000000,not_known_and_other,ELP POSTA STONE WALL - USEFUL AREA,ELP STONE WALL POSTA - USABLE AREA,Landscape Element Dry Stone Wall – Useful Area,1,,,
pt,988.0,ELP PATRIMÓNIO CULTURAL - ÁREA ÚTIL,ELP (Linear and Landscape Element) cultural heritage - usable area,3390000000,not_known_and_other,ELP CULTURAL HERITAGE - USEFUL AREA,ELP CULTURAL HERITAGE - USABLE AREA,Landscape Element Cultural Heritage – Useful Area,1,,,
pt,989.0,ELP VALA DE REGA OU DRENAGEM - ÁREA ÚTIL,ELP (Linear and Landscape Element) irrigation or drainage ditch - usable area,3390000000,not_known_and_other,ELP WATERING OR DRAINAGE DITCH - USEFUL AREA,ELP IRRIGATION OR DRAINAGE DITCH - USABLE AREA,Landscape Element Irrigation or Drainage Ditch – Useful Area,1,,,
pt,,,,3390000000,not_known_and_other,,,,,,,
